order_id,customer_id,order_date,status,region_code
ORD00574,CUST0330,2025-12-25,Returned,West
ORD00575,CUST0429,2024-10-29,Returned,South
ORD00576,CUST0281,2024-12-24,Cancelled,East
ORD00577,CUST0302,2026-01-31,Cancelled,South
ORD00578,CUST0142,2024-08-15,Cancelled,East
ORD00579,CUST0561,2025-07-09,Delivered,South
ORD00580,CUST0206,2025-05-15,Shipped,East
ORD00581,CUST0354,2026-01-23,Shipped,South
ORD00582,CUST0516,2026-05-20,Returned,East
ORD00583,CUST0119,2025-08-27,Delivered,West
ORD00584,CUST0597,2024-10-15,Returned,West
ORD00585,CUST0547,2024-07-21,Delivered,West
ORD00586,CUST0014,2025-03-16,Returned,North
ORD00588,CUST0055,2024-08-21,Placed,South
ORD00589,CUST0274,2026-01-02,Shipped,East
ORD00590,CUST0257,2026-05-07,Shipped,North
ORD00591,CUST0303,2025-10-22,Shipped,North
ORD00592,CUST0368,2026-05-26,Cancelled,North
ORD00593,CUST0576,2024-09-23,Shipped,West
ORD00594,CUST0244,2025-04-02,Returned,East
ORD00595,CUST0049,2025-07-15,Cancelled,West
ORD00596,CUST0427,2026-06-08,Delivered,North
ORD00597,CUST0014,2024-08-22,Delivered,South
ORD00598,CUST0454,2024-10-06,Shipped,East
ORD00599,CUST0560,2025-08-26,Returned,South
ORD00600,CUST0199,2026-03-05,Delivered,West
ORD00601,CUST0182,2025-12-11,Placed,South
ORD00602,CUST0178,2026-02-17,Returned,North
ORD00603,CUST0387,2025-03-17,Placed,West
ORD00604,CUST0286,2024-08-04,Returned,East
ORD00605,CUST0134,2025-10-09,Shipped,East
ORD00606,CUST0006,2026-02-27,Delivered,West
ORD00607,CUST0159,2025-03-17,Placed,South
ORD00608,CUST0331,2025-11-26,Returned,North
ORD00609,CUST0309,2026-06-10,Cancelled,East
ORD00610,CUST0075,2024-12-27,Delivered,South
ORD00611,CUST0189,2025-03-24,Returned,North
ORD00612,CUST0518,2024-12-20,Shipped,West
ORD00613,CUST0557,2024-12-14,Returned,West
ORD00614,CUST0095,2025-02-25,Delivered,South
ORD00615,CUST0219,2025-02-17,Delivered,East
ORD00616,CUST0370,2025-09-04,Delivered,South
ORD00617,CUST0544,2025-03-22,Cancelled,North
ORD00618,CUST0118,2026-03-10,Delivered,West
ORD00619,CUST0247,2025-06-25,Returned,South
ORD00620,CUST0041,2025-12-21,Delivered,West
ORD00621,CUST0117,2024-10-17,Cancelled,East
ORD00622,CUST0554,2025-02-14,Delivered,North
ORD00623,CUST0530,2024-11-10,Delivered,West
ORD00624,CUST0499,2024-11-17,Placed,East
ORD00625,CUST0198,2025-02-15,Delivered,North
ORD00626,CUST0099,2024-10-14,Shipped,North
ORD00627,CUST0068,2024-07-29,Shipped,South
ORD00628,CUST0435,2025-11-13,Placed,South
ORD00629,CUST0551,2025-09-25,Cancelled,North
ORD00630,CUST0158,2025-08-21,Placed,West
ORD00631,CUST0340,2024-10-05,Placed,North
ORD00632,CUST0076,2024-12-25,Placed,South
ORD00633,CUST0258,2025-09-12,Returned,North
ORD00634,CUST0589,2025-04-16,Shipped,East
ORD00635,CUST0418,2025-09-17,Cancelled,West
ORD00636,CUST0415,2025-03-22,Cancelled,East
ORD00637,CUST0018,2025-02-13,Cancelled,North
ORD00638,CUST0548,2024-11-04,Placed,North
ORD00639,CUST0600,2026-01-16,Placed,North
ORD00640,CUST0367,2026-04-03,Returned,North
ORD00641,CUST0297,2025-02-23,Delivered,North
ORD00642,CUST0289,2025-10-06,Cancelled,West
ORD00643,CUST0405,2025-01-24,Placed,West
ORD00644,CUST0161,2024-11-28,Returned,South
ORD00645,CUST0140,2024-09-11,Cancelled,East
ORD00646,CUST0148,2025-03-16,Delivered,East
ORD00647,CUST0012,2025-11-06,Returned,South
ORD00648,CUST0127,2026-06-11,Placed,North
ORD00649,CUST0587,2025-04-07,Returned,West
ORD00650,CUST0551,2025-09-10,Returned,North
ORD00651,CUST0313,2025-06-27,Shipped,East
ORD00652,CUST0217,2024-08-26,Cancelled,South
ORD00653,CUST0165,2024-10-27,Shipped,South
ORD00654,CUST0259,2024-08-09,Shipped,North
ORD00655,CUST0186,2025-07-18,Returned,North
ORD00656,CUST0563,2026-06-19,Cancelled,North
ORD00657,CUST0298,2025-12-24,Placed,East
ORD00658,CUST0101,2024-08-26,Shipped,West
ORD00659,CUST0339,2024-10-08,Delivered,South
ORD00660,CUST0241,2025-05-11,Placed,East
ORD00661,CUST0072,2024-08-28,Shipped,East
ORD00662,CUST0498,2024-09-22,Cancelled,East
ORD00663,CUST0314,2025-06-14,Returned,South
ORD00664,CUST0580,2025-05-18,Returned,East
ORD00665,CUST0324,2024-12-04,Cancelled,South
ORD00666,CUST0005,2026-01-16,Delivered,South
ORD00667,CUST0227,2025-10-24,Cancelled,East
ORD00669,CUST0492,2025-10-21,Cancelled,West
ORD00670,CUST0368,2025-11-18,Delivered,West
ORD00671,CUST0565,2026-04-28,Placed,South
ORD00672,CUST0084,2026-01-05,Delivered,South
ORD00673,CUST0552,2026-01-12,Shipped,East
ORD00674,CUST0079,2025-06-29,Placed,North
ORD00675,CUST0520,2025-11-08,Placed,West
ORD00676,CUST0218,2025-04-20,Placed,East
ORD00677,CUST0557,2025-03-17,Returned,West
ORD00678,CUST0153,2025-04-02,Delivered,West
ORD00679,CUST0229,2026-04-13,Returned,East
ORD00680,CUST0138,2024-12-18,Cancelled,North
ORD00681,CUST0407,2026-01-22,Delivered,North
ORD00682,CUST0245,2026-02-27,Returned,South
ORD00683,CUST0527,2025-12-21,Shipped,West
ORD00684,CUST0164,2026-04-07,Shipped,South
ORD00685,CUST0496,2025-09-05,Delivered,North
ORD00686,CUST0225,2024-09-17,Cancelled,South
ORD00687,CUST0065,2026-07-04,Delivered,East
ORD00688,CUST0240,2026-02-25,Placed,South
ORD00690,CUST0481,2025-07-14,Cancelled,North
ORD00691,CUST0041,2025-10-02,Delivered,North
ORD00692,CUST0534,2024-10-28,Delivered,East
ORD00693,CUST0593,2024-09-28,Returned,South
ORD00694,CUST0386,2026-04-10,Cancelled,East
ORD00695,CUST0080,2026-04-02,Returned,East
ORD00696,CUST0386,2026-07-02,Shipped,West
ORD00697,CUST0362,2026-01-11,Delivered,West
ORD00698,CUST0494,2025-07-16,Returned,North
ORD00699,CUST0514,2024-10-01,Shipped,West
ORD00700,CUST0170,2025-07-06,Shipped,North
ORD00701,CUST0527,2025-03-16,Delivered,South
ORD00702,CUST0154,2025-12-31,Shipped,South
ORD00703,CUST0371,2025-11-30,Returned,North
ORD00704,CUST0236,2026-01-20,Cancelled,East
ORD00705,CUST0117,2026-03-05,Cancelled,West
ORD00706,CUST0491,2025-07-14,Shipped,South
ORD00707,CUST0421,2025-07-18,Placed,South
ORD00708,CUST0045,2025-01-13,Shipped,South
ORD00709,CUST0138,2025-01-07,Returned,North
ORD00710,CUST0587,2024-11-06,Shipped,North
ORD00711,CUST0171,2026-05-17,Delivered,South
ORD00712,CUST0530,2026-06-13,Cancelled,North
ORD00714,CUST0460,2025-02-03,Returned,West
ORD00715,CUST0494,2026-06-27,Shipped,South
ORD00716,CUST0421,2025-04-26,Returned,South
ORD00717,CUST0597,2025-05-18,Shipped,East
ORD00718,CUST0172,2024-12-07,Delivered,West
ORD00719,CUST0071,2026-01-12,Shipped,West
ORD00720,CUST0395,2026-06-30,Shipped,North
ORD00721,CUST0017,2025-12-16,Shipped,West
ORD00722,CUST0154,2025-03-31,Returned,North
ORD00723,CUST0182,2026-03-22,Cancelled,North
ORD00724,CUST0545,2026-05-17,Returned,North
ORD00725,CUST0096,2026-06-03,Cancelled,South
ORD00726,CUST0553,2025-03-27,Placed,West
ORD00727,CUST0535,2025-07-05,Cancelled,East
ORD00728,CUST0045,2025-07-31,Returned,West
ORD00729,CUST0235,2024-08-10,Cancelled,West
ORD00730,CUST0359,2024-09-06,Returned,North
ORD00731,CUST0436,2025-07-22,Shipped,East
ORD00732,CUST0489,2024-10-13,Shipped,North
ORD00733,CUST0291,2025-04-16,Returned,West
ORD00734,CUST0264,2025-07-24,Shipped,North
ORD00736,CUST0533,2026-05-05,Placed,West
ORD00737,CUST0211,2024-11-27,Delivered,West
ORD00738,CUST0371,2025-02-22,Placed,South
ORD00739,CUST0437,2026-03-06,Returned,East
ORD00740,CUST0268,2025-04-14,Returned,West
ORD00741,CUST0579,2025-10-30,Delivered,East
ORD00742,CUST0407,2025-10-07,Shipped,West
ORD00743,CUST0566,2024-10-24,Returned,West
ORD00744,CUST0184,2025-08-16,Delivered,West
ORD00745,CUST0260,2024-10-05,Delivered,East
ORD00746,CUST0408,2025-05-29,Shipped,North
ORD00747,CUST0236,2026-04-14,Cancelled,South
ORD00748,CUST0103,2026-01-23,Shipped,West
ORD00749,CUST0347,2026-03-28,Returned,North
ORD00750,CUST0165,2024-10-09,Cancelled,North
ORD00751,CUST0094,2025-03-28,Shipped,West
ORD00752,CUST0446,2025-09-22,Placed,North
ORD00753,CUST0270,2025-12-04,Shipped,East
ORD00754,CUST0082,2024-09-11,Returned,North
ORD00755,CUST0394,2026-03-25,Cancelled,East
ORD00756,CUST0059,2025-03-09,Shipped,West
ORD00757,CUST0450,2025-09-04,Placed,South
ORD00758,CUST0531,2025-07-11,Delivered,South
ORD00759,CUST0035,2025-05-25,Returned,South
ORD00760,CUST0174,2025-10-19,Placed,East
ORD00761,CUST0245,2025-06-04,Placed,South
ORD00762,CUST0089,2025-01-19,Delivered,West
ORD00763,CUST0362,2025-11-12,Cancelled,West
ORD00764,CUST0206,2025-01-23,Returned,North
ORD00765,CUST0071,2025-09-16,Placed,East
ORD00767,CUST0356,2025-07-27,Delivered,South
ORD00768,CUST0200,2025-05-12,Cancelled,West
ORD00769,CUST0589,2024-09-07,Placed,East
ORD00770,CUST0180,2025-04-08,Cancelled,North
ORD00771,CUST0573,,Placed,East
ORD00772,CUST0349,2026-04-11,Placed,East
ORD00773,CUST0551,2026-01-08,Returned,East
ORD00774,CUST0454,2025-10-20,Cancelled,West
ORD00776,CUST0472,2026-03-19,Returned,North
ORD00777,CUST0494,2025-06-21,Placed,East
ORD00778,CUST0070,,Cancelled,South
ORD00779,CUST0236,2026-03-21,Delivered,West
ORD00780,CUST0362,2025-04-09,Returned,North
ORD00781,CUST0270,2025-09-13,Shipped,East
ORD00782,CUST0096,2026-01-08,Cancelled,East
ORD00783,CUST0078,2025-01-17,Returned,South
ORD00784,CUST0488,2024-11-29,Delivered,East
ORD00785,CUST0224,2025-12-14,Returned,East
ORD00786,CUST0188,2025-12-20,Shipped,West
ORD00787,CUST0205,2024-09-16,Shipped,South
ORD00788,CUST0272,2026-02-12,Shipped,South
ORD00789,CUST0208,2026-07-11,Shipped,East
ORD00790,CUST0160,2026-01-21,Placed,North
ORD00791,CUST0081,2025-10-06,Cancelled,North
ORD00792,CUST0555,2026-04-28,Placed,West
ORD00793,CUST0381,2025-07-30,Returned,East
ORD00794,CUST0505,2024-10-14,Returned,East
ORD00795,CUST0503,2025-10-20,Shipped,East
ORD00796,CUST0408,2025-10-23,Shipped,South
ORD00797,CUST0056,2025-07-12,Returned,West
ORD00798,CUST0490,2025-03-27,Returned,North
ORD00799,CUST0515,2025-09-22,Delivered,West
ORD00800,CUST0179,2024-10-01,Cancelled,North
ORD00801,CUST0531,2026-04-17,Cancelled,East
ORD00802,CUST0009,2025-06-28,Placed,South
ORD00803,CUST0389,2024-12-01,Returned,North
ORD00804,CUST0334,2025-03-14,Delivered,East
ORD00805,CUST0192,2025-05-29,Returned,East
ORD00806,CUST0243,2024-09-10,Delivered,West
ORD00807,CUST0352,2025-10-25,Delivered,South
ORD00808,CUST0511,2024-10-10,Cancelled,South
ORD00809,CUST0430,2026-01-01,Delivered,East
ORD00810,CUST0411,2026-04-11,Delivered,West
ORD00811,CUST0185,2025-10-24,Returned,South
ORD00812,CUST0590,2026-03-09,Shipped,North
ORD00813,CUST0277,2026-04-15,Shipped,West
ORD00814,CUST0391,2025-05-08,Shipped,South
ORD00815,CUST0154,2025-03-29,Cancelled,North
ORD00816,CUST0181,2025-08-05,Cancelled,West
ORD00817,CUST0138,2025-11-30,Returned,East
ORD00818,CUST0499,2025-12-12,Delivered,East
ORD00819,CUST0576,2024-09-03,Returned,North
ORD00820,CUST0408,2024-09-26,Placed,South
ORD00821,CUST0062,2025-01-03,Shipped,East
ORD00822,CUST0488,,Placed,West
ORD00823,CUST0343,2024-11-02,Delivered,East
ORD00824,CUST0369,2026-06-07,Returned,East
ORD00825,CUST0353,2025-10-12,Placed,West
ORD00826,CUST0125,2026-06-19,Delivered,South
ORD00827,CUST0591,2026-02-24,Returned,South
ORD00828,CUST0292,2025-11-24,Delivered,East
ORD00829,CUST0523,2026-04-08,Cancelled,West
ORD00830,CUST0081,2024-07-18,Cancelled,East
ORD00831,CUST0475,2026-02-26,Shipped,South
ORD00832,CUST0346,2024-11-08,Cancelled,West
ORD00833,CUST0074,2025-12-13,Placed,South
ORD00834,CUST0352,2024-11-10,Shipped,East
ORD00835,CUST0325,2025-07-04,Delivered,East
ORD00836,CUST0405,2025-09-03,Delivered,West
ORD00837,CUST0372,2025-03-01,Returned,West
ORD00838,CUST0424,2025-05-16,Shipped,South
ORD00839,CUST0024,2025-11-08,Shipped,South
ORD00841,CUST0171,2025-06-30,Cancelled,North
ORD00842,CUST0098,2024-12-16,Placed,West
ORD00843,CUST0562,2024-12-24,Placed,North
ORD00844,CUST0407,2025-12-29,Returned,North
ORD00845,CUST0107,2026-05-30,Delivered,South
ORD00846,CUST0087,2025-03-20,Cancelled,East
ORD00847,CUST0235,2025-03-07,Shipped,East
ORD00848,CUST0454,2025-10-03,Shipped,South
ORD00849,CUST0540,2026-03-26,Shipped,North
ORD00850,CUST0036,2026-06-27,Delivered,East
ORD00851,CUST0488,2025-12-27,Cancelled,East
ORD00853,CUST0553,2026-07-01,Shipped,West
ORD00854,CUST0578,2026-07-15,Cancelled,East
ORD00855,CUST0356,2025-06-20,Cancelled,South
ORD00856,CUST0092,2026-01-26,Cancelled,East
ORD00857,CUST0375,2026-06-28,Cancelled,East
ORD00858,CUST0160,2025-04-11,Delivered,North
ORD00859,CUST0001,2024-09-25,Returned,South
ORD00861,CUST0548,2024-07-24,Placed,West
ORD00862,CUST0489,2025-11-04,Delivered,North
ORD00863,CUST0441,2025-08-18,Delivered,South
ORD00864,CUST0008,2025-05-27,Returned,East
ORD00865,CUST0194,2026-05-07,Cancelled,West
ORD00866,CUST0405,2024-10-25,Shipped,South
ORD00867,CUST0400,2026-05-11,Cancelled,South
ORD00868,CUST0270,2025-03-03,Placed,West
ORD00869,CUST0246,2024-09-04,Returned,East
ORD00870,CUST0292,2025-04-30,Returned,East
ORD00871,CUST0423,2026-06-17,Shipped,North
ORD00872,CUST0187,2025-09-17,Shipped,East
ORD00873,CUST0114,2024-08-28,Cancelled,West
ORD00874,CUST0279,2024-07-18,Returned,West
ORD00875,CUST0193,2026-01-15,Delivered,North
ORD00876,CUST0156,2025-09-25,Placed,North
ORD00877,CUST0191,2026-04-16,Placed,East
ORD00878,CUST0276,2025-04-23,Shipped,West
ORD00879,CUST0009,2024-10-11,Shipped,North
ORD00880,CUST0155,2026-05-17,Placed,West
ORD00881,CUST0223,2025-02-22,Delivered,West
ORD00882,CUST0320,2026-05-21,Cancelled,East
ORD00883,CUST0475,2024-08-11,Placed,East
ORD00884,CUST0083,2025-01-16,Shipped,North
ORD00885,CUST0273,2025-06-18,Cancelled,North
ORD00886,CUST0557,2026-01-14,Cancelled,South
ORD00887,CUST0197,2025-10-19,Delivered,West
ORD00888,CUST0013,2025-05-20,Placed,South
ORD00889,CUST0395,2025-11-15,Cancelled,South
ORD00890,CUST0035,2025-03-22,Shipped,West
ORD00891,CUST0097,2026-01-21,Returned,South
ORD00892,CUST0485,2025-05-11,Cancelled,East
ORD00893,CUST0331,2025-05-29,Shipped,North
ORD00894,CUST0563,2025-05-10,Returned,North
ORD00895,CUST0260,2025-06-21,Cancelled,East
ORD00896,CUST0204,2025-09-14,Delivered,North
ORD00897,CUST0224,2024-12-29,Placed,South
ORD00898,CUST0445,2025-12-14,Delivered,North
ORD00899,CUST0172,2024-11-29,Delivered,North
ORD00900,CUST0406,2025-07-21,Shipped,North
ORD00901,CUST0044,2024-11-03,Returned,West
ORD00902,CUST0159,2024-12-11,Delivered,North
ORD00903,CUST0255,2025-09-22,Shipped,West
ORD00904,CUST0094,2025-05-12,Returned,East
ORD00905,CUST0062,2026-05-04,Placed,East
ORD00906,CUST0158,2026-07-06,Returned,North
ORD00907,CUST0129,2025-04-23,Cancelled,South
ORD00908,CUST0325,2026-05-01,Returned,East
ORD00909,CUST0450,2025-06-07,Shipped,North
ORD00910,CUST0387,2024-11-14,Delivered,South
ORD00911,CUST0257,2025-02-27,Placed,West
ORD00912,CUST0449,2026-05-26,Returned,East
ORD00914,CUST0581,2024-10-23,Shipped,East
ORD00915,CUST0332,2024-10-30,Cancelled,East
ORD00917,CUST0544,2024-09-11,Shipped,West
ORD00918,CUST0303,2025-12-03,Delivered,East
ORD00919,CUST0465,2024-07-30,Placed,West
ORD00920,CUST0190,2024-11-06,Placed,East
ORD00921,CUST0245,2026-01-29,Delivered,North
ORD00922,CUST0552,2026-06-05,Cancelled,South
ORD00923,CUST0537,2025-07-31,Cancelled,South
ORD00924,CUST0290,2025-12-11,Delivered,West
ORD00925,CUST0330,2025-06-22,Placed,North
ORD00926,CUST0536,2024-10-31,Placed,North
ORD00927,CUST0133,2024-09-21,Shipped,North
ORD00929,CUST0197,2025-11-28,Placed,North
ORD00931,CUST0539,2025-06-06,Returned,East
ORD00932,CUST0051,2026-05-17,Delivered,South
ORD00933,CUST0073,2025-07-07,Placed,South
ORD00934,CUST0504,2026-06-12,Placed,West
ORD00935,CUST0063,2026-03-22,Delivered,West
ORD00936,CUST0378,2026-01-09,Placed,East
ORD00937,CUST0542,2025-10-30,Placed,North
ORD00938,CUST0312,2026-07-10,Placed,South
ORD00939,CUST0532,2025-06-13,Placed,North
ORD00940,CUST0237,2025-11-14,Returned,West
ORD00941,CUST0195,2024-12-04,Shipped,South
ORD00942,CUST0584,2025-07-05,Shipped,West
ORD00943,CUST0109,2025-08-17,Returned,East
ORD00944,CUST0470,2025-06-12,Cancelled,North
ORD00945,CUST0171,2025-09-19,Shipped,West
ORD00946,CUST0517,2026-04-15,Delivered,South
ORD00947,CUST0547,2025-07-02,Returned,West
ORD00948,CUST0361,2025-05-12,Delivered,East
ORD00949,CUST0381,2025-04-19,Cancelled,West
ORD00950,CUST0332,2025-01-09,Returned,South
ORD00951,CUST0577,2024-12-09,Returned,South
ORD00952,CUST0385,2025-06-12,Returned,East
ORD00953,CUST0369,2025-10-30,Cancelled,West
ORD00954,CUST0407,2024-07-23,Placed,North
ORD00955,CUST0292,2025-10-09,Returned,North
ORD00956,CUST0531,2025-08-08,Shipped,East
ORD00957,CUST0007,2026-05-06,Delivered,South
ORD00958,CUST0220,2026-02-05,Delivered,North
ORD00959,CUST0283,2025-01-17,Returned,South
ORD00960,CUST0097,2026-01-22,Placed,West
ORD00961,CUST0365,2025-08-11,Shipped,South
ORD00962,CUST0272,2025-02-12,Delivered,South
ORD00963,CUST0239,2025-06-02,Delivered,East
ORD00964,CUST0095,2026-07-07,Returned,West
ORD00965,CUST0583,2025-09-15,Shipped,North
ORD00966,CUST0333,2025-10-08,Cancelled,South
ORD00967,CUST0500,2025-04-29,Returned,North
ORD00968,CUST0308,2024-08-12,Placed,West
ORD00969,CUST0081,2024-08-16,Placed,East
ORD00970,CUST0357,2025-10-02,Cancelled,West
ORD00971,CUST0124,2025-07-28,Shipped,North
ORD00972,CUST0392,2026-01-16,Placed,East
ORD00973,CUST0537,2025-04-30,Placed,East
ORD00974,CUST0553,2024-10-13,Returned,South
ORD00975,CUST0335,2025-10-11,Returned,South
ORD00976,CUST0157,2025-07-27,Placed,West
ORD00977,CUST0457,2026-01-05,Returned,North
ORD00978,CUST0228,2024-09-18,Cancelled,East
ORD00980,CUST0345,2026-02-05,Placed,West
ORD00981,CUST0586,2026-02-06,Placed,West
ORD00982,CUST0269,2025-08-30,Placed,West
ORD00983,CUST0514,2026-05-16,Cancelled,South
ORD00984,CUST0139,2026-02-20,Cancelled,South
ORD00986,CUST0575,2025-02-20,Returned,South
ORD00987,CUST0249,2025-07-14,Placed,East
ORD00988,CUST0441,2025-08-23,Delivered,North
ORD00989,CUST0116,2024-09-16,Cancelled,West
ORD00990,CUST0375,2025-08-28,Delivered,South
ORD00991,CUST0329,2026-06-09,Delivered,North
ORD00992,CUST0313,2025-11-03,Shipped,East
ORD00993,CUST0453,2024-09-24,Returned,South
ORD00994,CUST0452,2025-01-24,Placed,South
ORD00995,CUST0205,2025-07-19,Delivered,South
ORD00996,CUST0088,2025-11-19,Placed,North
ORD00997,CUST0249,2026-02-14,Returned,South
ORD00998,CUST0295,2025-12-15,Placed,East
ORD00999,CUST0114,2025-12-19,Delivered,West
ORD01000,CUST0483,2024-09-16,Placed,East
ORD01001,CUST0215,2025-12-31,Returned,South
ORD01002,CUST0209,2025-11-22,Returned,East
ORD01003,CUST0562,2025-09-09,Cancelled,South
ORD01004,CUST0019,2026-03-29,Cancelled,North
ORD01005,CUST0262,2025-10-11,Shipped,North
ORD01006,CUST0291,2025-03-17,Shipped,East
ORD01007,CUST0055,2025-11-06,Cancelled,North
ORD01008,CUST0069,2024-08-27,Cancelled,East
ORD01009,CUST0369,2026-06-19,Placed,North
ORD01010,CUST0300,2025-04-10,Cancelled,South
ORD01011,CUST0390,2025-09-06,Returned,North
ORD01012,CUST0324,2026-03-14,Cancelled,North
ORD01013,CUST0191,2024-07-26,Shipped,West
ORD01014,CUST0575,2025-07-17,Placed,North
ORD01015,CUST0254,2025-07-05,Returned,East
ORD01016,CUST0342,2025-08-20,Cancelled,West
ORD01017,CUST0161,2026-06-21,Placed,East
ORD01018,CUST0361,2025-07-17,Delivered,East
ORD01019,CUST0242,2025-10-06,Returned,East
ORD01020,CUST0064,2026-02-07,Delivered,West
ORD01021,CUST0031,2025-04-01,Returned,East
ORD01023,CUST0403,2025-04-18,Shipped,North
ORD01024,CUST0392,2026-03-29,Returned,South
ORD01025,CUST0428,2025-03-03,Shipped,South
ORD01026,CUST0437,2025-02-27,Delivered,East
ORD01027,CUST0460,2024-11-25,Returned,South
ORD01028,CUST0212,2024-08-14,Shipped,South
ORD01029,CUST0142,2026-01-08,Delivered,South
ORD01030,CUST0441,2026-07-04,Shipped,South
ORD01031,CUST0326,2025-10-25,Placed,North
ORD01032,CUST0189,2026-02-20,Delivered,South
ORD01033,CUST0031,2025-03-11,Delivered,West
ORD01034,CUST0422,2026-02-02,Delivered,West
ORD01035,CUST0281,2026-03-19,Shipped,South
ORD01036,CUST0110,2025-09-28,Shipped,South
ORD01037,CUST0027,2025-02-05,Returned,East
ORD01038,CUST0581,2024-09-03,Returned,South
ORD01039,CUST0238,2025-11-18,Shipped,North
ORD01040,CUST0368,2025-07-20,Placed,West
ORD01041,CUST0138,2025-10-10,Returned,West
ORD01042,CUST0383,2024-11-26,Shipped,West
ORD01043,CUST0504,2025-10-05,Cancelled,South
ORD01044,CUST0168,2024-08-27,Shipped,South
ORD01045,CUST0034,2025-12-09,Cancelled,North
ORD01046,CUST0277,,Cancelled,South
ORD01047,CUST0208,2026-04-07,Shipped,North
ORD01048,CUST0182,2026-02-10,Cancelled,West
ORD01049,CUST0333,2025-11-14,Cancelled,South
ORD01050,CUST0438,2024-08-08,Cancelled,North
ORD01051,CUST0390,2025-02-25,Delivered,West
ORD01052,CUST0586,2025-07-29,Returned,North
ORD01053,CUST0534,2024-09-20,Placed,West
ORD01054,CUST0468,2024-10-24,Placed,South
ORD01055,CUST0532,2025-08-14,Returned,West
ORD01056,CUST0041,2024-09-15,Returned,West
ORD01057,CUST0529,2026-05-10,Placed,South
ORD01058,CUST0299,2026-03-18,Cancelled,West
ORD01059,CUST0312,2025-02-18,Delivered,West
ORD01060,CUST0171,2025-01-29,Cancelled,East
ORD01061,CUST0056,2024-10-28,Returned,South
ORD01062,CUST0475,2025-11-08,Cancelled,North
ORD01063,CUST0513,2025-02-21,Placed,South
ORD01064,CUST0600,2025-02-16,Returned,South
ORD01065,CUST0403,2026-05-15,Cancelled,East
ORD01066,CUST0462,2025-02-02,Placed,South
ORD01067,CUST0465,2024-07-29,Returned,South
ORD01068,CUST0466,2026-02-13,Placed,East
ORD01069,CUST0332,2024-10-12,Shipped,North
ORD01070,CUST0094,2025-10-30,Placed,West
ORD01071,CUST0372,2024-11-30,Placed,West
ORD01072,CUST0524,2026-06-24,Returned,South
ORD01074,CUST0045,2026-02-11,Shipped,East
ORD01075,CUST0580,2024-11-12,Shipped,South
ORD01076,CUST0149,2025-12-11,Shipped,North
ORD01077,CUST0430,2025-06-29,Delivered,East
ORD01078,CUST0457,2025-05-01,Delivered,South
ORD01079,CUST0121,2026-04-06,Shipped,South
ORD01080,CUST0004,2024-12-01,Returned,East
ORD01081,CUST0013,2025-02-05,Cancelled,West
ORD01082,CUST0511,2026-03-17,Returned,North
ORD01083,CUST0506,2026-01-13,Shipped,South
ORD01084,CUST0488,2025-01-17,Cancelled,West
ORD01085,CUST0453,2025-07-29,Placed,North
ORD01086,CUST0251,2024-12-05,Returned,East
ORD01087,CUST0571,2026-03-30,Shipped,North
ORD01088,CUST0190,2025-08-31,Shipped,North
ORD01089,CUST0358,2026-05-18,Placed,South
ORD01090,CUST0034,2024-08-12,Returned,East
ORD01091,CUST0340,2025-04-10,Placed,North
ORD01092,CUST0112,2024-09-21,Cancelled,South
ORD01093,CUST0166,2024-11-07,Delivered,South
ORD01094,CUST0467,2025-10-23,Returned,East
ORD01095,CUST0037,2026-07-13,Placed,East
ORD01096,CUST0331,2026-04-17,Delivered,West
ORD01097,CUST0070,2024-11-14,Cancelled,North
ORD01098,CUST0300,2026-04-29,Cancelled,South
ORD01099,CUST0125,2025-08-07,Delivered,East
ORD01100,CUST0540,2026-02-22,Cancelled,South
ORD01101,CUST0215,2025-06-03,Returned,North
ORD01102,CUST0112,2026-03-08,Returned,North
ORD01104,CUST0438,2025-01-18,Returned,East
ORD01105,CUST0266,2025-12-13,Returned,East
ORD01106,CUST0133,2025-06-24,Returned,West
ORD01107,CUST0533,2026-02-01,Cancelled,West
ORD01108,CUST0185,2025-11-25,Returned,South
ORD01109,CUST0298,2024-11-24,Shipped,North
ORD01110,CUST0122,2024-12-28,Placed,West
ORD01111,CUST0121,2025-10-09,Shipped,West
ORD01113,CUST0359,2026-05-02,Returned,South
ORD01114,CUST0012,2025-04-12,Shipped,East
ORD01115,CUST0261,2024-08-29,Placed,East
ORD01116,CUST0308,2025-11-28,Returned,East
ORD01118,CUST0350,2026-02-24,Cancelled,North
ORD01119,CUST0180,2026-04-15,Shipped,East
ORD01120,CUST0347,2024-10-16,Cancelled,West
ORD01121,CUST0037,2024-08-27,Shipped,West
ORD01122,CUST0160,2024-11-25,Cancelled,East
ORD01123,CUST0474,2025-07-13,Cancelled,North
ORD01124,CUST0534,2025-05-23,Delivered,East
ORD01125,CUST0569,2025-07-22,Returned,North
ORD01126,CUST0214,2025-03-09,Returned,East
ORD01127,CUST0363,2025-07-22,Placed,South
ORD01128,CUST0288,2026-02-17,Placed,East
ORD01129,CUST0385,2026-02-22,Returned,South
ORD01131,CUST0192,2025-09-04,Returned,North
ORD01132,CUST0316,2025-01-15,Delivered,North
ORD01133,CUST0279,2025-05-08,Cancelled,North
ORD01134,CUST0509,2025-12-30,Shipped,East
ORD01135,CUST0463,2026-01-17,Delivered,South
ORD01136,CUST0538,2025-05-16,Delivered,South
ORD01137,CUST0115,2025-07-21,Delivered,North
ORD01138,CUST0207,2025-02-06,Placed,West
