item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM01422,ORD01087,PROD0568,4,4911.65,25
ITEM01423,ORD01908,PROD0532,5,4121.44,20
ITEM01424,ORD01796,PROD0358,2,5592.56,25
ITEM01426,ORD02611,PROD0548,4,7405.78,0
ITEM01427,ORD00828,PROD0018,3,7827.22,5
ITEM01428,ORD01589,PROD0084,5,6863.21,20
ITEM01429,ORD01314,PROD0113,4,671.31,5
ITEM01430,ORD00861,PROD0585,1,329.3,5
ITEM01431,ORD02634,PROD0592,2,6266.88,25
ITEM01432,ORD02404,PROD0357,1,875.93,5
ITEM01434,ORD00805,PROD0006,5,3412.34,15
ITEM01435,ORD00339,PROD0216,5,4073.94,20
ITEM01437,ORD02998,PROD0156,1,1776.88,0
ITEM01438,ORD02814,PROD0472,4,3812.44,25
ITEM01439,ORD00572,PROD0055,1,4905.82,25
ITEM01440,ORD02759,PROD0092,1,1034.77,15
ITEM01441,ORD00429,PROD0133,2,478.53,20
ITEM01442,ORD02956,PROD0033,4,1217.5,10
ITEM01443,ORD02711,PROD0542,4,7469.36,5
ITEM01444,ORD02552,PROD0220,1,2454.86,5
ITEM01445,ORD01768,PROD0390,3,1785.95,0
ITEM01446,ORD02705,PROD0184,4,5257.42,25
ITEM01447,ORD01235,PROD0534,1,1324.61,10
ITEM01448,ORD00722,PROD0103,1,2382.94,20
ITEM01449,ORD02798,PROD0405,5,1253.8,10
ITEM01450,ORD00036,PROD0591,3,7858.57,5
ITEM01451,ORD02443,PROD0294,4,1161.14,20
ITEM01453,ORD02684,PROD0002,2,5768.04,20
ITEM01454,ORD02443,PROD0354,2,6266.87,20
ITEM01456,ORD00486,PROD0146,3,1647.44,10
ITEM01457,ORD02252,PROD0335,5,3028.52,10
ITEM01458,ORD00534,PROD0218,1,2185.95,0
ITEM01459,ORD00640,PROD0027,2,7922.28,0
ITEM01460,ORD01731,PROD0127,3,4971.87,15
ITEM01461,ORD00946,PROD0571,4,2331.76,5
ITEM01462,ORD02454,PROD0063,4,5792.9,0
ITEM01463,ORD01767,PROD0437,5,325.69,5
ITEM01464,ORD00533,PROD0130,3,4318.72,0
ITEM01465,ORD01403,PROD0328,3,7630.38,5
ITEM01466,ORD02804,PROD0008,2,5654.43,10
ITEM01467,ORD00133,PROD0256,1,1128.85,20
ITEM01468,ORD01488,PROD0416,4,4580.76,25
ITEM01469,ORD01850,PROD0378,4,7160.38,10
ITEM01470,ORD02552,PROD0067,3,3626.08,25
ITEM01471,ORD01426,PROD0381,3,3487.59,5
ITEM01472,ORD01009,PROD0258,4,6756.39,5
ITEM01473,ORD01029,PROD0473,4,171.45,0
ITEM01474,ORD02274,PROD0061,1,6408.48,20
ITEM01475,ORD00503,PROD0040,2,359.17,25
ITEM01476,ORD01690,PROD0568,2,937.96,15
ITEM01477,ORD01132,PROD0093,4,1420.71,20
ITEM01478,ORD00175,PROD0558,1,4207.29,25
ITEM01480,ORD00125,PROD0111,3,5678.78,15
ITEM01481,ORD00346,PROD0201,5,483.24,15
ITEM01482,ORD00417,PROD0253,1,3776.28,5
ITEM01483,ORD01361,PROD0082,1,6532.03,10
ITEM01484,ORD01480,PROD0544,3,4012.46,5
ITEM01485,ORD01641,PROD0180,1,5676.91,0
ITEM01486,ORD00072,PROD0579,4,1576.55,20
ITEM01487,ORD02164,PROD0364,4,3493.38,15
ITEM01488,ORD02442,PROD0260,4,383.02,0
ITEM01490,ORD00821,PROD0413,2,6607.3,15
ITEM01491,ORD01042,PROD0448,4,3578.95,5
ITEM01492,ORD00324,PROD0362,5,652.99,5
ITEM01493,ORD00567,PROD0487,1,401.86,10
ITEM01494,ORD01651,PROD0425,4,936.31,10
ITEM01495,ORD02568,PROD0026,1,6391.56,0
ITEM01496,ORD01831,PROD0498,4,1125.94,10
ITEM01497,ORD00153,PROD0021,3,4746.68,20
ITEM01498,ORD02262,PROD0070,5,6094.7,25
ITEM01499,ORD02585,PROD0277,5,173.76,5
ITEM01500,ORD02735,PROD0068,3,6307.99,0
ITEM01501,ORD01047,PROD0514,1,6491.48,10
ITEM01502,ORD02649,PROD0509,4,6299.11,20
ITEM01503,ORD02019,PROD0230,1,1709.51,20
ITEM01504,ORD01799,PROD0124,4,3150.44,20
ITEM01505,ORD01199,PROD0105,4,7278.39,0
ITEM01506,ORD00609,PROD0222,4,2400.24,0
ITEM01507,ORD01987,PROD0492,5,2239.47,5
ITEM01508,ORD00714,PROD0331,4,1586.67,25
ITEM01509,ORD02822,PROD0528,5,4821.7,20
ITEM01510,ORD02329,PROD0117,5,3651.63,0
ITEM01511,ORD00275,PROD0271,2,7084.89,25
ITEM01512,ORD00572,PROD0027,2,3818.06,20
ITEM01513,ORD01888,PROD0554,2,979.68,15
ITEM01514,ORD00225,PROD0163,1,5101.97,25
ITEM01516,ORD00343,PROD0241,3,5522.12,20
ITEM01517,ORD02342,PROD0526,5,4109.99,20
ITEM01518,ORD01838,PROD0151,1,805.48,15
ITEM01519,ORD00092,PROD0551,5,5063.79,10
ITEM01520,ORD02710,PROD0521,1,6550.25,0
ITEM01521,ORD02239,PROD0409,3,2537.3,5
ITEM01522,ORD00659,PROD0124,4,7582.4,10
ITEM01523,ORD02138,PROD0526,2,4633.04,15
ITEM01524,ORD02077,PROD0383,4,7470.18,20
ITEM01525,ORD00707,PROD0064,1,2187.08,0
ITEM01526,ORD01716,PROD0486,3,3865.21,0
ITEM01527,ORD00737,PROD0194,4,4572.92,10
ITEM01528,ORD02440,PROD0413,1,6152.18,25
ITEM01529,ORD00345,PROD0162,5,7144.27,25
ITEM01531,ORD02293,PROD0517,2,3787.37,15
ITEM01532,ORD02370,PROD0489,1,2247.01,20
ITEM01533,ORD01453,PROD0235,1,2180.41,0
ITEM01534,ORD02380,PROD0434,1,2933.69,0
ITEM01535,ORD02025,PROD0566,2,1539.68,10
ITEM01536,ORD02762,PROD0567,5,1909.43,25
ITEM01538,ORD02380,PROD0408,2,2448.87,0
ITEM01539,ORD02478,PROD0432,3,6705.43,15
ITEM01540,ORD01572,PROD0560,2,5804.79,20
ITEM01541,ORD01759,PROD0027,3,3706.52,10
ITEM01542,ORD00622,PROD0067,4,241.18,20
ITEM01543,ORD01385,PROD0105,4,1267.37,10
ITEM01544,ORD02376,PROD0249,4,2310.46,20
ITEM01545,ORD00513,PROD0001,5,7746.14,5
ITEM01546,ORD01090,PROD0548,4,4331.72,20
ITEM01547,ORD00934,PROD0043,4,1229.06,10
ITEM01548,ORD01619,PROD0492,2,7926.17,20
ITEM01549,ORD01824,PROD0590,1,3485.58,20
ITEM01551,ORD02403,PROD0255,3,5340.27,20
ITEM01552,ORD02622,PROD0168,2,5760.67,0
ITEM01553,ORD00953,PROD0219,4,5799.76,0
ITEM01554,ORD01400,PROD0192,2,493.76,10
ITEM01555,ORD01316,PROD0570,5,891.01,10
ITEM01556,ORD02869,PROD0023,2,2978.48,10
ITEM01557,ORD01238,PROD0508,2,2208.13,20
ITEM01558,ORD00399,PROD0440,3,5254.74,5
ITEM01559,ORD02855,PROD0297,3,371.8,20
ITEM01560,ORD01706,PROD0412,1,3839.86,25
ITEM01561,ORD01984,PROD0067,5,1145.2,10
ITEM01562,ORD02436,PROD0552,5,6061.11,25
ITEM01563,ORD00172,PROD0560,5,7657.94,25
ITEM01565,ORD00397,PROD0279,1,3626.38,15
ITEM01566,ORD02118,PROD0108,2,6741.92,20
ITEM01567,ORD00757,PROD0404,4,7585.4,20
ITEM01569,ORD02863,PROD0596,4,5617.36,20
ITEM01570,ORD01804,PROD0320,5,3142.12,10
ITEM01571,ORD02821,PROD0093,3,2821.24,10
ITEM01572,ORD01285,PROD0051,1,1124.32,5
ITEM01573,ORD02959,PROD0185,1,6781.83,15
ITEM01574,ORD01480,PROD0253,4,7129.86,0
ITEM01575,ORD01439,PROD0117,1,3874.67,15
ITEM01576,ORD02797,PROD0064,2,6685.31,20
ITEM01577,ORD02275,PROD0405,2,3456.8,5
ITEM01578,ORD01683,PROD0129,1,4190.14,10
ITEM01579,ORD01343,PROD0382,5,588.12,15
ITEM01580,ORD00032,PROD0051,1,4813.82,25
ITEM01581,ORD02345,PROD0309,2,2494.9,20
ITEM01582,ORD01025,PROD0184,1,2452.54,15
ITEM01583,ORD01537,PROD0281,5,4965.12,15
ITEM01584,ORD02038,PROD0421,1,2715.96,15
ITEM01585,ORD01074,PROD0166,1,6588.5,10
ITEM01586,ORD01290,PROD0434,3,3996.73,15
ITEM01587,ORD01393,PROD0551,1,4634.0,10
ITEM01588,ORD01307,PROD0227,2,6282.89,20
ITEM01589,ORD00119,PROD0436,2,2053.76,10
ITEM01590,ORD01058,PROD0415,4,6298.74,25
ITEM01591,ORD00755,PROD0429,3,5649.7,0
ITEM01592,ORD00445,PROD0407,3,4888.66,10
ITEM01593,ORD00938,PROD0055,1,5604.12,25
ITEM01594,ORD01743,PROD0165,2,1079.55,5
ITEM01595,ORD01205,PROD0186,4,3511.23,15
ITEM01596,ORD02843,PROD0486,3,3299.7,10
ITEM01597,ORD02512,PROD0069,4,367.83,0
ITEM01599,ORD01029,PROD0547,5,5169.43,0
ITEM01600,ORD00026,PROD0550,1,1000.53,20
ITEM01601,ORD02115,PROD0406,4,5731.09,20
ITEM01602,ORD00524,PROD0201,1,1507.18,20
ITEM01603,ORD01468,PROD0455,1,7458.24,10
ITEM01604,ORD01828,PROD0139,4,6371.35,5
ITEM01606,ORD00675,PROD0055,2,4300.78,5
ITEM01607,ORD01961,PROD0351,2,3526.16,25
ITEM01609,ORD01436,PROD0173,3,7869.7,20
ITEM01610,ORD00717,PROD0318,2,1118.74,20
ITEM01612,ORD01483,PROD0275,1,396.77,15
ITEM01613,ORD01043,PROD0313,3,2388.87,15
ITEM01614,ORD01387,PROD0150,2,6787.25,0
ITEM01615,ORD00457,PROD0144,2,1360.19,25
ITEM01616,ORD01833,PROD0293,5,4976.0,25
ITEM01617,ORD02995,PROD0504,5,5907.5,0
ITEM01618,ORD01847,PROD0449,4,6148.63,5
ITEM01620,ORD00785,PROD0569,5,3129.13,5
ITEM01621,ORD00299,PROD0487,3,5756.6,25
ITEM01623,ORD01012,PROD0043,3,2732.27,25
ITEM01624,ORD00797,PROD0034,4,4929.71,5
ITEM01625,ORD01332,PROD0559,5,6663.49,10
ITEM01626,ORD02557,PROD0235,3,6805.0,10
ITEM01627,ORD00049,PROD0037,1,4190.41,25
ITEM01628,ORD01624,PROD0452,4,4115.48,20
ITEM01629,ORD00275,PROD0436,3,7912.85,10
ITEM01630,ORD01041,PROD0261,3,2203.97,15
ITEM01631,ORD00220,PROD0545,2,6582.68,10
ITEM01632,ORD02820,PROD0068,4,4881.72,5
ITEM01633,ORD01845,PROD0566,1,272.22,25
ITEM01635,ORD00603,PROD0550,4,7688.71,20
ITEM01636,ORD02708,PROD0262,5,5922.43,20
ITEM01637,ORD02327,PROD0594,4,7907.15,20
ITEM01638,ORD02108,PROD0159,5,628.23,10
ITEM01639,ORD01972,PROD0593,2,6724.46,0
ITEM01641,ORD00150,PROD0092,5,4392.51,15
ITEM01642,ORD02911,PROD0259,2,2252.23,5
ITEM01643,ORD02281,PROD0232,5,3678.81,20
ITEM01644,ORD00965,PROD0244,5,6369.94,5
ITEM01645,ORD00462,PROD0563,4,386.16,5
ITEM01647,ORD00203,PROD0592,5,7404.37,5
ITEM01648,ORD00597,PROD0125,1,6557.28,0
ITEM01649,ORD00759,PROD0236,2,7128.36,0
ITEM01650,ORD00259,PROD0535,4,3771.28,15
ITEM01651,ORD00470,PROD0047,1,4137.2,25
ITEM01652,ORD02445,PROD0572,4,5761.7,0
ITEM01653,ORD00046,PROD0561,1,6569.96,5
ITEM01655,ORD00964,PROD0567,3,7439.17,25
ITEM01656,ORD01000,PROD0088,5,4156.13,0
ITEM01657,ORD01977,PROD0283,4,6296.85,20
ITEM01658,ORD02628,PROD0142,2,2621.67,15
ITEM01659,ORD02412,PROD0324,1,423.72,5
ITEM01660,ORD00070,PROD0469,4,7340.59,0
ITEM01661,ORD01516,PROD0286,3,7627.1,20
ITEM01662,ORD01554,PROD0449,1,2751.55,25
ITEM01663,ORD00189,PROD0447,4,7783.69,25
ITEM01664,ORD01598,PROD0433,3,872.42,0
ITEM01665,ORD02652,PROD0403,3,2497.86,0
ITEM01666,ORD02904,PROD0093,2,7896.24,0
ITEM01667,ORD01831,PROD0555,3,939.49,20
ITEM01668,ORD02423,PROD0276,5,3835.06,20
ITEM01669,ORD02520,PROD0016,3,6218.09,5
ITEM01670,ORD01761,PROD0430,5,1738.07,20
ITEM01671,ORD00577,PROD0387,5,5846.08,20
ITEM01672,ORD02548,PROD0415,2,3199.05,15
ITEM01673,ORD00064,PROD0541,2,4388.49,20
ITEM01674,ORD02276,PROD0533,5,1078.76,20
ITEM01675,ORD02794,PROD0497,5,720.29,0
ITEM01676,ORD01520,PROD0440,2,2999.72,0
ITEM01677,ORD02333,PROD0466,4,333.48,20
ITEM01678,ORD00970,PROD0130,1,7554.65,5
ITEM01679,ORD01768,PROD0368,4,6816.77,25
ITEM01680,ORD02139,PROD0592,5,6673.64,5
ITEM01681,ORD01558,PROD0016,3,7825.56,20
ITEM01682,ORD00024,PROD0586,3,7486.02,0
ITEM01683,ORD01889,PROD0370,3,4157.4,0
ITEM01684,ORD01887,PROD0499,4,2432.68,0
ITEM01685,ORD02749,PROD0142,4,2479.86,20
ITEM01686,ORD00758,PROD0077,1,4403.21,25
ITEM01687,ORD02259,PROD0149,3,871.43,25
ITEM01688,ORD02426,PROD0413,2,3570.58,5
ITEM01689,ORD00667,PROD0145,5,7552.75,10
ITEM01690,ORD02099,PROD0077,4,569.15,25
ITEM01691,ORD01083,PROD0376,3,7342.55,0
ITEM01692,ORD02268,PROD0355,3,3076.86,0
ITEM01693,ORD01307,PROD0446,5,1142.39,20
ITEM01694,ORD00580,PROD0130,3,4051.02,0
ITEM01695,ORD02910,PROD0589,1,7514.06,0
ITEM01697,ORD01680,PROD0282,1,3755.96,5
ITEM01698,ORD00558,PROD0286,4,7936.25,20
ITEM01700,ORD01147,PROD0006,1,848.33,20
ITEM01701,ORD02671,PROD0530,2,1413.2,10
ITEM01702,ORD02938,PROD0464,2,857.2,15
ITEM01703,ORD00297,PROD0399,5,7404.94,10
ITEM01704,ORD00026,PROD0494,1,612.5,10
ITEM01705,ORD02304,PROD0061,1,1061.92,10
ITEM01706,ORD00005,PROD0183,4,7104.38,0
ITEM01707,ORD02691,PROD0089,3,1609.55,0
ITEM01708,ORD00179,PROD0372,2,7583.98,15
ITEM01709,ORD00219,PROD0584,2,1716.94,0
ITEM01710,ORD01894,PROD0073,4,4810.14,25
ITEM01711,ORD00061,PROD0005,4,2162.94,25
ITEM01712,ORD02678,PROD0089,5,4655.92,10
ITEM01713,ORD02302,PROD0336,3,1931.98,25
ITEM01714,ORD00577,PROD0582,5,3826.35,20
ITEM01715,ORD02275,PROD0587,2,6941.86,15
ITEM01716,ORD01412,PROD0135,5,2168.16,15
ITEM01717,ORD00474,PROD0424,1,7680.79,25
ITEM01718,ORD02109,PROD0145,4,1737.15,10
ITEM01720,ORD00290,PROD0037,3,2758.48,5
ITEM01721,ORD01441,PROD0575,5,3315.76,25
ITEM01722,ORD00751,PROD0071,4,7155.35,5
ITEM01723,ORD02984,PROD0369,4,2159.86,5
ITEM01724,ORD01382,PROD0156,4,4310.03,15
ITEM01725,ORD01119,PROD0559,4,455.5,15
ITEM01726,ORD01835,PROD0199,5,4451.44,25
ITEM01727,ORD01030,PROD0307,5,4101.53,20
ITEM01728,ORD01244,PROD0182,3,6431.59,15
ITEM01729,ORD02584,PROD0306,4,7332.79,20
ITEM01730,ORD00195,PROD0339,3,566.62,15
ITEM01731,ORD01134,PROD0052,4,2976.83,20
ITEM01732,ORD01375,PROD0361,1,3009.14,15
ITEM01734,ORD02434,PROD0035,5,7504.8,10
ITEM01735,ORD00439,PROD0044,4,5087.21,10
ITEM01736,ORD02993,PROD0029,5,948.48,5
ITEM01737,ORD00409,PROD0086,1,3782.19,20
ITEM01738,ORD01589,PROD0098,5,7892.3,0
ITEM01739,ORD00583,PROD0337,3,5677.65,15
ITEM01740,ORD02794,PROD0399,1,5540.89,5
ITEM01742,ORD00958,PROD0323,3,5634.27,0
ITEM01744,ORD00554,PROD0187,4,7223.77,20
ITEM01745,ORD01464,PROD0061,1,1389.58,15
ITEM01746,ORD02866,PROD0052,1,2658.13,10
ITEM01747,ORD00879,PROD0188,3,7737.91,25
ITEM01748,ORD02812,PROD0266,4,5124.67,20
ITEM01750,ORD00410,PROD0454,2,6779.52,15
ITEM01751,ORD02437,PROD0564,1,7456.39,25
ITEM01752,ORD02417,PROD0375,1,7320.62,25
ITEM01754,ORD02776,PROD0222,3,6216.96,0
ITEM01755,ORD00833,PROD0593,1,173.58,10
ITEM01756,ORD00517,PROD0033,2,3513.0,20
ITEM01757,ORD02506,PROD0292,1,715.27,10
ITEM01758,ORD02568,PROD0097,2,7925.31,10
ITEM01759,ORD02521,PROD0179,5,2969.52,5
ITEM01760,ORD01532,PROD0581,3,1300.09,10
ITEM01761,ORD01589,PROD0073,1,615.7,15
ITEM01762,ORD02333,PROD0592,1,5206.38,15
ITEM01763,ORD02340,PROD0439,5,611.5,20
ITEM01764,ORD01585,PROD0450,4,2212.73,25
ITEM01765,ORD00990,PROD0491,5,2246.39,25
ITEM01767,ORD01257,PROD0595,3,6915.82,0
ITEM01769,ORD01369,PROD0336,1,1861.03,25
ITEM01770,ORD01426,PROD0012,1,4021.86,15
ITEM01772,ORD01171,PROD0109,4,4367.33,5
ITEM01773,ORD02385,PROD0063,2,5342.71,20
ITEM01774,ORD02878,PROD0154,2,6345.82,10
ITEM01775,ORD01356,PROD0098,1,269.58,0
ITEM01777,ORD01459,PROD0251,1,5152.07,20
ITEM01778,ORD02277,PROD0424,5,2138.22,0
ITEM01779,ORD00621,PROD0120,1,3164.6,15
ITEM01780,ORD00901,PROD0140,5,7431.02,10
ITEM01781,ORD02779,PROD0343,4,2772.55,20
ITEM01782,ORD02280,PROD0557,4,2687.73,20
ITEM01783,ORD00763,PROD0090,2,4808.34,20
ITEM01784,ORD01735,PROD0320,2,3252.64,5
ITEM01786,ORD00580,PROD0469,3,2926.73,5
ITEM01787,ORD00319,PROD0262,4,7868.93,0
ITEM01788,ORD02847,PROD0130,1,7272.55,0
ITEM01789,ORD00373,PROD0353,2,1921.35,20
ITEM01790,ORD00026,PROD0186,2,3536.88,5
ITEM01791,ORD00406,PROD0176,1,2917.69,20
ITEM01792,ORD00510,PROD0535,5,7292.41,25
ITEM01793,ORD00018,PROD0375,5,891.54,0
ITEM01794,ORD00460,PROD0516,4,1809.77,10
ITEM01795,ORD01362,PROD0564,5,790.19,20
ITEM01796,ORD01282,PROD0583,4,5568.6,15
ITEM01797,ORD00686,PROD0097,4,4514.7,0
ITEM01798,ORD02904,PROD0052,3,7349.77,15
ITEM01799,ORD02192,PROD0222,1,4447.79,15
ITEM01800,ORD02494,PROD0159,5,7282.63,15
ITEM01801,ORD00707,PROD0522,3,2753.84,10
ITEM01802,ORD00219,PROD0099,5,1234.1,25
ITEM01803,ORD01953,PROD0167,1,573.7,20
ITEM01804,ORD00876,PROD0302,5,1150.57,5
ITEM01805,ORD00555,PROD0160,1,2127.9,10
ITEM01806,ORD01142,PROD0499,3,5290.44,25
ITEM01807,ORD00540,PROD0538,1,668.41,10
ITEM01808,ORD02365,PROD0201,1,5434.04,25
ITEM01810,ORD00208,PROD0284,2,1869.29,5
ITEM01811,ORD00535,PROD0450,4,2969.53,5
ITEM01812,ORD02849,PROD0106,2,3077.51,5
ITEM01813,ORD00170,PROD0134,5,884.27,10
ITEM01814,ORD00193,PROD0417,3,3257.6,0
ITEM01815,ORD02795,PROD0059,3,5764.69,20
ITEM01816,ORD00946,PROD0451,4,3757.85,15
ITEM01817,ORD02395,PROD0099,5,4367.56,5
ITEM01818,ORD00291,PROD0024,2,7926.75,0
ITEM01819,ORD01703,PROD0076,4,2493.52,20
ITEM01820,ORD00168,PROD0163,5,6030.23,20
ITEM01821,ORD00894,PROD0123,1,2219.81,25
ITEM01822,ORD02217,PROD0283,1,5017.7,15
ITEM01823,ORD00665,PROD0155,5,787.1,5
ITEM01824,ORD00486,PROD0430,4,259.84,0
ITEM01825,ORD01503,PROD0416,5,7095.67,15
ITEM01827,ORD01614,PROD0157,1,4627.07,15
ITEM01828,ORD01483,PROD0371,1,2530.09,10
ITEM01829,ORD01044,PROD0308,1,3611.66,150
ITEM01830,ORD01604,PROD0202,3,4896.57,5
ITEM01831,ORD02938,PROD0231,5,3422.13,0
ITEM01832,ORD01239,PROD0386,2,3710.88,5
ITEM01833,ORD00692,PROD0395,2,3555.64,0
ITEM01834,ORD00363,PROD0303,2,2157.45,15
ITEM01835,ORD02726,PROD0141,3,7535.58,20
ITEM01836,ORD02849,PROD0329,3,5437.02,0
ITEM01837,ORD02782,PROD0528,5,5144.42,0
ITEM01838,ORD02187,PROD0505,5,7610.41,20
ITEM01840,ORD01275,PROD0087,5,4631.51,15
ITEM01841,ORD01080,PROD0226,2,4543.69,5
ITEM01842,ORD00549,PROD0289,4,7796.75,5
ITEM01844,ORD01006,PROD0267,2,7602.51,0
ITEM01845,ORD02825,PROD0247,1,767.68,10
ITEM01846,ORD02739,PROD0542,4,3334.49,10
ITEM01847,ORD02945,PROD0274,3,6929.0,25
ITEM01848,ORD01600,PROD0578,3,4070.13,15
ITEM01849,ORD01645,PROD0275,3,7583.87,10
ITEM01850,ORD00983,PROD0448,3,4579.89,10
ITEM01851,ORD01610,PROD0396,5,6248.83,15
ITEM01853,ORD00324,PROD0182,3,2391.57,0
ITEM01854,ORD02194,PROD0009,5,2756.52,20
ITEM01855,ORD01255,PROD0521,1,6545.91,5
ITEM01856,ORD01635,PROD0147,3,6324.24,10
ITEM01857,ORD02359,PROD0391,4,2521.38,15
ITEM01858,ORD00745,PROD0116,2,256.34,10
ITEM01859,ORD00560,PROD0246,3,6248.82,20
ITEM01860,ORD00487,PROD0273,2,3170.73,10
ITEM01861,ORD00216,PROD0272,5,4730.64,5
ITEM01862,ORD00645,PROD0426,1,2512.83,10
ITEM01863,ORD01266,PROD0219,1,3704.52,15
ITEM01864,ORD00902,PROD0469,2,968.36,25
ITEM01865,ORD00075,PROD0031,5,5218.09,25
ITEM01866,ORD00500,PROD0508,5,6602.32,5
ITEM01867,ORD00582,PROD0124,1,3041.63,20
ITEM01868,ORD01830,PROD0095,5,2354.68,5
ITEM01869,ORD00857,PROD0372,3,5952.13,5
ITEM01870,ORD01774,PROD0518,4,2189.13,25
ITEM01871,ORD02665,PROD0511,1,1032.56,5
ITEM01872,ORD02633,PROD0168,1,5578.28,15
ITEM01874,ORD01856,PROD0136,5,3525.3,25
ITEM01875,ORD01327,PROD0417,2,1680.59,0
ITEM01876,ORD00457,PROD0286,1,5218.79,0
ITEM01877,ORD02578,PROD0366,2,6537.32,20
ITEM01878,ORD00258,PROD0026,3,2705.05,20
ITEM01879,ORD02697,PROD0047,1,348.74,5
ITEM01880,ORD01982,PROD0183,2,665.84,5
ITEM01881,ORD01310,PROD0475,2,1091.33,0
ITEM01882,ORD02475,PROD0309,2,7746.13,25
ITEM01883,ORD00506,PROD0223,4,4303.33,25
ITEM01884,ORD02844,PROD0089,4,7948.62,0
ITEM01885,ORD00813,PROD0125,2,3117.96,10
ITEM01886,ORD01438,PROD0158,5,6238.19,5
ITEM01887,ORD02953,PROD0028,5,5212.27,20
ITEM01889,ORD01530,PROD0361,2,7289.93,5
ITEM01890,ORD00693,PROD0155,4,1930.69,20
ITEM01891,ORD00779,PROD0535,5,4922.2,0
ITEM01893,ORD01451,PROD0231,2,1929.1,15
ITEM01895,ORD01627,PROD0094,1,4477.13,15
ITEM01896,ORD00187,PROD0524,2,3204.36,15
ITEM01898,ORD01562,PROD0040,1,261.15,0
ITEM01899,ORD00639,PROD0406,1,2930.63,20
ITEM01900,ORD00911,PROD0572,5,5112.14,5
ITEM01902,ORD01781,PROD0269,5,6897.3,15
ITEM01903,ORD01960,PROD0206,3,3624.54,10
ITEM01904,ORD00537,PROD0149,2,7840.47,5
ITEM01906,ORD02083,PROD0018,1,6071.89,10
ITEM01907,ORD01040,PROD0158,3,4547.67,25
ITEM01908,ORD02319,PROD0158,2,1552.31,10
ITEM01909,ORD01659,PROD0059,4,1586.87,20
ITEM01910,ORD01383,PROD0217,3,5300.3,15
ITEM01911,ORD00993,PROD0491,2,673.35,25
ITEM01912,ORD00470,PROD0545,1,2281.71,25
ITEM01913,ORD02015,PROD0283,1,6647.23,0
ITEM01914,ORD01989,PROD0323,2,6875.66,10
ITEM01915,ORD00500,PROD0576,3,1315.7,25
ITEM01916,ORD00294,PROD0226,4,1519.94,25
ITEM01917,ORD00235,PROD0521,3,5362.17,5
ITEM01918,ORD02339,PROD0485,3,3181.01,10
ITEM01919,ORD02993,PROD0284,4,503.51,10
ITEM01920,ORD01030,PROD0583,1,6424.36,25
ITEM01921,ORD02703,PROD0069,3,828.85,25
ITEM01922,ORD01097,PROD0074,1,4594.88,25
ITEM01923,ORD01402,PROD0338,4,2282.21,20
ITEM01924,ORD02747,PROD0094,5,5809.04,20
ITEM01925,ORD00867,PROD0329,4,4444.91,10
ITEM01926,ORD00758,PROD0062,4,6456.91,5
ITEM01927,ORD00075,PROD0260,2,3561.58,5
ITEM01928,ORD02731,PROD0016,1,5038.58,25
ITEM01929,ORD02033,PROD0099,2,5872.37,0
ITEM01930,ORD00614,PROD0315,1,7535.29,20
ITEM01931,ORD00998,PROD0441,5,3317.74,20
ITEM01932,ORD02321,PROD0465,4,435.24,20
ITEM01933,ORD01944,PROD0221,1,1445.04,15
ITEM01934,ORD01982,PROD0237,1,6413.44,5
ITEM01935,ORD00541,PROD0449,4,5448.36,0
ITEM01936,ORD01886,PROD0348,5,7716.1,20
ITEM01937,ORD02547,PROD0487,5,3449.8,5
ITEM01938,ORD02611,PROD0213,5,7215.86,25
ITEM01941,ORD02100,PROD0593,3,1576.26,0
ITEM01942,ORD00593,PROD0047,2,1100.25,0
ITEM01943,ORD01442,PROD0025,3,3967.38,15
ITEM01944,ORD01116,PROD0290,5,5174.66,10
ITEM01945,ORD01966,PROD0008,1,159.35,15
ITEM01946,ORD02299,PROD0476,4,2553.44,20
ITEM01947,ORD02726,PROD0446,4,3297.17,150
ITEM01948,ORD01835,PROD0461,3,7095.79,0
ITEM01949,ORD01720,PROD0207,4,7140.63,15
ITEM01950,ORD02829,PROD0035,3,6884.52,0
ITEM01951,ORD00095,PROD0417,2,2921.08,25
ITEM01952,ORD00904,PROD0482,2,445.44,25
ITEM01953,ORD01582,PROD0279,5,3499.0,5
ITEM01954,ORD01903,PROD0452,1,1012.79,25
ITEM01955,ORD02317,PROD0367,2,4619.08,15
ITEM01957,ORD02432,PROD0478,1,1557.08,10
ITEM01958,ORD00452,PROD0166,5,1414.65,15
ITEM01959,ORD02763,PROD0212,4,2502.72,0
ITEM01960,ORD01287,PROD0297,5,5023.0,20
ITEM01961,ORD02335,PROD0344,5,3238.75,10
ITEM01962,ORD01696,PROD0446,2,2493.52,10
ITEM01964,ORD00299,PROD0313,5,1102.3,20
ITEM01965,ORD02472,PROD0251,5,2053.3,25
ITEM01967,ORD02355,PROD0277,4,2220.79,20
ITEM01969,ORD02431,PROD0337,5,3448.01,20
ITEM01970,ORD02962,PROD0489,2,7908.37,25
ITEM01971,ORD02184,PROD0535,5,6886.35,10
ITEM01972,ORD00409,PROD0256,2,963.35,0
ITEM01973,ORD02339,PROD0457,2,630.45,5
ITEM01974,ORD00472,PROD0491,1,3909.6,10
ITEM01975,ORD02125,PROD0357,2,2403.46,25
ITEM01976,ORD01691,PROD0380,3,3860.05,20
