product_id,product_name,category,subcategory,cost_price
PROD0517,Lot Mobile,Electronics,Mobile,3296.26
PROD0518,Option Shirt,Clothing,Shirt,4574.83
PROD0519,With Shoes,Clothing,Shoes,4423.0
PROD0520,Seem Shirt,Clothing,Shirt,4986.14
PROD0521,Age Education,Books,Education,1012.93
PROD0522,Among Chair,Home,Chair,145.41
PROD0523,End Lipstick,Beauty,Lipstick,4649.43
PROD0524,Win Sofa,Home,Sofa,2326.31
PROD0525,NEXT FACE WASH,Beauty,Face Wash,4457.37
PROD0526,Focus Shoes,Clothing,Shoes,1436.9
PROD0527,Goal Headphones,Electronics,Headphones,896.22
PROD0528,Might Biography,Books,Biography,3621.13
PROD0529,Increase Headphones,Electronics,Headphones,3974.76
PROD0530,Size Perfume,Beauty,Perfume,959.93
PROD0531,Close Education,Books,Education,2624.88
PROD0532,Affect Camera,Electronics,Camera,3379.35
PROD0533,Hand Jeans,Clothing,Jeans,2439.53
PROD0534,Return Shirt,Clothing,Shirt,1377.85
PROD0535,He Shoes,Clothing,Shoes,3793.41
PROD0536,Hear Sofa,Home,Sofa,2954.06
PROD0537,PROCESS LIPSTICK,Beauty,Lipstick,1381.61
PROD0538,Five Table,Home,Table,404.41
PROD0539,Eat Camera,Electronics,Camera,1603.35
PROD0540,More Biography,Books,Biography,3482.42
PROD0541,Fact Sofa,Home,Sofa,3111.66
PROD0542,Task Jeans,Clothing,Jeans,2443.09
PROD0543,Assume Biography,Books,Biography,2137.64
PROD0544,Process Face Wash,Beauty,Face Wash,3811.02
PROD0545,Even Jeans,Clothing,Jeans,3433.68
PROD0546,Unit Lipstick,Beauty,Lipstick,2674.98
PROD0547,Impact Cream,Beauty,Cream,482.7
PROD0548,Voice Lipstick,Beauty,Lipstick,402.61
PROD0549,Teacher Perfume,Beauty,Perfume,2906.24
PROD0550,All Jeans,Clothing,Jeans,1707.78
PROD0551,Yet Face Wash,Beauty,Face Wash,669.58
PROD0552,ONE SHOES,Clothing,Shoes,545.61
PROD0553,Far Face Wash,Beauty,Face Wash,4062.59
PROD0554,Down Comics,Books,Comics,2614.91
PROD0555,CIVIL NOVEL,Books,Novel,2838.11
PROD0556,Growth Chair,Home,Chair,2040.15
PROD0557,Watch Laptop,Electronics,Laptop,2933.73
PROD0558,Increase Camera,Electronics,Camera,1788.19
PROD0559,Realize Mobile,Electronics,Mobile,4679.46
PROD0560,Certain Camera,Electronics,Camera,255.5
PROD0561,Begin Comics,Books,Comics,3867.96
PROD0562,Show Biography,Books,Biography,4965.0
PROD0563,Idea Education,Books,Education,4361.14
PROD0564,Near Education,Books,Education,493.22
PROD0565,Resource Perfume,Beauty,Perfume,3302.32
PROD0566,Position Chair,Home,Chair,974.52
PROD0567,Turn Face Wash,Beauty,Face Wash,2691.33
PROD0568,Process Shirt,Clothing,Shirt,3805.28
PROD0569,Rich Lamp,Home,Lamp,3400.15
PROD0570,DREAM FACE WASH,Beauty,Face Wash,2706.47
PROD0571,Key Jeans,Clothing,Jeans,2357.06
PROD0572,Effect Jacket,Clothing,Jacket,1023.55
PROD0573,Page Mobile,Electronics,Mobile,4066.44
PROD0574,Claim Novel,Books,Novel,1279.26
PROD0575,Last Mobile,Electronics,Mobile,3010.33
PROD0576,FORGET NOVEL,Books,Novel,1299.2
PROD0577,WHERE CAMERA,Electronics,Camera,2250.92
PROD0578,Point Perfume,Beauty,Perfume,3796.49
PROD0579,Girl Laptop,Electronics,Laptop,2569.09
PROD0580,List Table,Home,Table,4097.35
PROD0581,OCCUR CREAM,Beauty,Cream,2929.63
PROD0582,Catch Table,Home,Table,1578.65
PROD0583,Design Jeans,Clothing,Jeans,2126.45
PROD0584,Read Chair,Home,Chair,2827.92
PROD0585,Certainly Perfume,Beauty,Perfume,3167.37
PROD0586,Partner Education,Books,Education,329.73
PROD0587,Number Lamp,Home,Lamp,3950.44
PROD0588,Return Lamp,Home,Lamp,2100.47
PROD0589,Such Lamp,Home,Lamp,1001.01
PROD0590,Degree Face Wash,Beauty,Face Wash,1280.74
PROD0591,Travel Jacket,Clothing,Jacket,4301.95
PROD0592,Certainly Shoes,Clothing,Shoes,4582.23
PROD0593,For Face Wash,Beauty,Face Wash,4842.15
PROD0594,Risk Perfume,Beauty,Perfume,2003.25
PROD0595,Season Table,Home,Table,1718.29
PROD0596,Way Camera,Electronics,Camera,4250.95
PROD0597,Need Laptop,Electronics,Laptop,352.53
PROD0598,WHERE NOVEL,Books,Novel,4380.74
PROD0599,Central Jeans,Clothing,Jeans,2449.03
PROD0600,Law Sofa,Home,Sofa,4789.4
PROD0527,Goal Headphones,Electronics,Headphones,896.22
PROD0147,Night Cream,Beauty,Cream,4120.69
PROD0086,Bit Jacket,Clothing,Jacket,1214.67
PROD0045,Tough Jeans,Clothing,Jeans,4212.22
PROD0517,Lot Mobile,Electronics,Mobile,3296.26
PROD0422,Sometimes Perfume,Beauty,Perfume,3098.55
PROD0176,STRUCTURE CAMERA,Electronics,Camera,4515.93
PROD0039,Hundred Table,Home,Table,2328.03
PROD0362,Leader Table,Home,Table,1575.64
PROD0542,Task Jeans,Clothing,Jeans,2443.09
